ChEMBL ID;Name;Synonyms;Type;Max Phase;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;Passes Ro3;QED Weighted;CX Acidic pKa;CX Basic pKa;CX LogP;CX LogD;Aromatic Rings;Structure Type;Inorganic Flag;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Species;Molecular Formula;Smiles;Inchi Key
CHEMBL1726;NISOLDIPINE;BAY K 5552|BAY-K-5552|BAYMYCARD|GEOMATRIX 16E|NISOLDIPIN|NISOLDIPINE|NISOLDIPINE (STN)|NSC-759106|SYSCOR MR 10|SYSCOR MR 20|SYSCOR MR 30|Sular;Small molecule;4;388.42;148;864;3.20;107.77;7;1;0;6;N;0.45;None;None;3.06;3.06;1;MOL;0;28;8;1;0;3.881.634;NEUTRAL;C20H24N2O6;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];VKQFCGNPDRICFG-UHFFFAOYSA-N
CHEMBL3989569;IBANDRONATE SODIUM;BM 21.0955 NA H20|BM-21.0955|BM-210955|Boniva|IBANDRONATE MONOSODIUM MONOHYDRATE|IBANDRONATE SODIUM|IBANDRONATE SODIUM HYDRATE|IBANDRONATE SODIUM MONOHYDRATE|IBANDRONIC ACID SODIUM SALT|IBANDRONIC ACID SODIUM SALT MONOHYDRATE|IBANDRONIC SODIUM MONOHYDRATE|NSC-759815;Small molecule;4;359.23;2;4;0.50;138.53;4;5;0;9;N;0.31;0.66;9.93;-2.48;-4.86;0;MOL;0;19;8;5;0;3.190.950;ZWITTERION;C9H24NNaO8P2;CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+];VBDRTGFACFYFCT-UHFFFAOYSA-M
CHEMBL1297;FENOPROFEN;53858|FENOPROFEN|Fenoprofen|LILLY-53858|NSC-757813|Nalfon|PROGESIC;Small molecule;4;242.27;131;683;3.67;46.53;2;1;0;4;N;0.89;3.96;None;3.65;0.47;2;MOL;0;18;3;1;0;2.420.943;ACID;C15H14O3;CC(C(=O)O)c1cccc(Oc2ccccc2)c1;RDJGLLICXDHJDY-UHFFFAOYSA-N
CHEMBL1723241;SULFACETAMIDE SODIUM;ALBUCID|BLEPH-10|BLEPH-30|Bleph|Cetamide|FLAMMAZINE|ISOPTO CETAMIDE|Klaron|NOVACET|NSC-625324|OCUSOL|OCUSULF-10|OCUSULF-30|Ocusulf|SODIUM SULFACETAMIDE|SODIUM SULFACETAMIDE, ANHYDROUS|SULF-10|SULF-15|SULFACEL-15|SULFACETAMIDE SODIUM|SULFACETAMIDE SODIUM ANHYDROUS|SULFACETAMIDE SODIUM SALT|SULFACETAMIDE SODIUM SALT MONOHYDRATE|SULFACETAMIDUM NATRICUM|SULFAIR 10|SULFAIR FORTE|SULFAIR-15|SULPHACETAMIDE SODIUM|SULTEN-10|Sodium Sulamyd|Sulfacel;Small molecule;4;254.24;8;8;0.09;89.26;4;2;0;2;N;0.68;4.30;2.14;-0.26;-1.20;1;MOL;0;14;5;3;0;2.140.412;ACID;C8H11N2NaO4S;CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+];IHCDKJZZFOUARO-UHFFFAOYSA-M
CHEMBL3545367;LEMBOREXANT;DAYVIGO|E-2006|E2006|LEMBOREXANT|Lemborexant;Small molecule;4;410.42;16;47;3.74;77.00;5;1;0;6;N;0.67;12.12;3.15;3.34;3.34;3;MOL;0;30;6;1;0;4.101.554;NEUTRAL;C22H20F2N4O2;Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1;MUGXRYIUWFITCP-PGRDOPGGSA-N
CHEMBL2361370;PENBUTOLOL SULFATE;BETAPRESSIN|HOE 39-893D|HOE 893D|HOE-39-893D|HOE-893D|Levatol|NSC-760043|PENBUTOLOL SULFATE|PENBUTOLOL SULPHATE;Small molecule;4;680.95;2;11;3.47;41.49;3;2;0;6;N;0.84;None;9.76;3.55;1.24;1;MOL;0;21;3;2;0;2.912.198;BASE;C36H60N2O8S;CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O;FEDSNBHHWZEYTP-ZFQYHYQMSA-N
CHEMBL1290;PENBUTOLOL;Levatol|PENBUTOLOL|Penbutolol;Small molecule;4;291.44;10;53;3.47;41.49;3;2;0;6;N;0.84;None;9.76;3.55;1.24;1;MOL;0;21;3;2;0;2.912.198;BASE;C18H29NO2;CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1;KQXKVJAGOJTNJS-HNNXBMFYSA-N
CHEMBL4594240;TECHNETIUM SESTAMIBI;TECHNETIUM SESTAMIBI;Small molecule;4;783.01;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;7.875.014;None;C36H72N6O6Tc;;
CHEMBL4594241;TECHNETIUM TC 99M SESTAMIBI;Cardiolite|MIRALUMA|SESTAMIBI|TC99M RP-30A|TC99M-RP-30A|TECHNETIUM (99M TC) SESTAMIBI|TECHNETIUM (99MTC) SESTAMIBI|TECHNETIUM TC 99M SESTAMIBI|TECHNETIUM TC-99M SESTAMIBI|TECHNETIUM TC-99M SESTAMIBI KIT;Small molecule;4;783.91;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;7.875.014;None;C36H72N6O6Tc;;
CHEMBL2023898;DACLATASVIR;BMS 790052|BMS-790052|DACLATASVIR|DAKLINZA|EBP 883|EBP-883;Small molecule;4;738.89;33;247;6.22;174.64;8;4;2;11;N;0.14;11.15;6.09;4.18;4.16;4;MOL;0;54;14;4;3;7.383.853;NEUTRAL;C40H50N8O6;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C;FKRSSPOQAMALKA-CUPIEXAXSA-N
CHEMBL1615438;LEVOCABASTINE;LEVOCABASTINE|LIVOSTIN DIRECT|R-50547;Small molecule;4;420.53;5;41;4.89;64.33;3;1;0;4;N;0.76;3.71;10.32;2.50;2.50;2;MOL;0;31;4;1;0;4.202.213;ZWITTERION;C26H29FN2O2;C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1;ZCGOMHNNNFPNMX-KYTRFIICSA-N
CHEMBL3188993;QUETIAPINE FUMARATE;FK-947E|FK947E|ICI 204,636|ICI-204636|QUETIAPINE (AS FUMARATE)|QUETIAPINE FUMARATE|QUETIAPINE HEMIFUMARATE|SEROQUEL XR|Seroquel|UTAPINE|ZD-5077|ZD5077|ZM 204,636|ZM-204636;Small molecule;4;883.11;12;12;2.86;48.30;6;1;0;5;N;0.80;None;7.06;2.81;2.64;2;MOL;0;27;5;1;0;3.831.667;NEUTRAL;C46H54N6O8S2;O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1;ZTHJULTYCAQOIJ-WXXKFALUSA-N
CHEMBL15770;SULINDAC;ARTHROCINE|ARTRIBID|Clinoril|MK-231|NSC-757344|SULINDAC;Small molecule;4;356.42;208;3372;4.37;54.37;2;1;0;4;N;0.89;4.09;None;2.93;-0.18;2;MOL;0;25;3;1;0;3.560.882;ACID;C20H17FO3S;CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1;MLKXDPUZXIRXEP-MFOYZWKCSA-N
CHEMBL3989570;HYOSCYAMINE SULFATE;Anaspaz|EGACENE|EGAZIL DURETTER|HYOSCYAMINE SULFATE|HYOSCYAMINE SULFATE DIHYDRATE|HYOSCYAMINE SULPHATE|LEVSIN SL|LEVSINEX TIMECAPS|Levsin|Levsinex|Neoquess|PEPTARD;Small molecule;4;712.86;;;1.93;49.77;4;1;0;4;N;0.86;None;9.39;1.57;-0.41;1;MOL;0;21;4;1;0;2.891.678;BASE;C34H52N2O12S;CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2.O.O.O=S(=O)(O)O;BXSVDJUWKSRQMD-ITMJLNKNSA-N
CHEMBL3137330;CABOTEGRAVIR SODIUM;CABOTEGRAVIR SODIUM|GSK-1265744B|GSK1265744B|S-265744B|VOCABRIA;Small molecule;4;427.34;;;0.96;100.87;6;2;0;3;N;0.79;10.04;None;1.04;1.04;2;MOL;0;29;8;2;0;4.051.136;NEUTRAL;C19H16F2N3NaO5;C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+];AEZBWGMXBKPGFP-KIUAEZIZSA-M
CHEMBL1200351;SULFADIAZINE SODIUM;NSC-117870|SODIUM SULFADIAZINE|SULFADIAZINE SODIUM;Small molecule;4;272.26;;;0.86;97.97;5;2;0;3;N;0.79;6.99;2.01;0.39;-0.05;2;MOL;0;17;6;3;0;2.500.524;NEUTRAL;C10H9N4NaO2S;Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+];JLDCNMJPBBKAHH-UHFFFAOYSA-N
CHEMBL501122;CEFTAROLINE FOSAMIL;CEFTAROLINE FOSAMIL|CEFTAROLINE FOSAMIL ANHYDROUS|PPI-0903|TAK 599|TAK-599;Small molecule;4;684.70;106;957;-0.11;223.24;14;4;2;11;N;0.07;1.76;0.35;-3.71;-6.83;3;MOL;0;43;16;4;2;6.840.103;ACID;C22H21N8O8PS4;CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1;ZCCUWMICIWSJIX-NQJJCJBVSA-N
CHEMBL2021423;MAGNESIUM SULFATE ANHYDROUS;MAGNESIUM SULFATE|MAGNESIUM SULFATE ANHYDROUS|MAGNESIUM SULFATE, ANHYDROUS|MAGNESIUM SULFATE,ANHYDROUS|MAGNESIUM SULPHATE ANHYDROUS|MAGNESIUM SULPHATE, ANHYDROUS|MGSO4|Magnesium sulfate anhydrous;Small molecule;4;120.37;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;1;None;None;None;None;1.199.368;None;MgO4S;O=S(=O)([O-])[O-].[Mg+2];CSNNHWWHGAXBCP-UHFFFAOYSA-L
CHEMBL406;INDAPAMIDE;ARIFON|BAJATEN|CARDIDE SR|DAMIDE|ETHIBIDE XL|FLUBEST|FLUDEX|FLUDIN|FLUPAMID|INDAFLEX|INDAMIDE|INDAMOL|INDAPAMIDE|INDAXA 2.5|INDIPAM XL|IPAMIX|KYD-041|LORVAS|Lozol|MAPEMID XL|NATRILIX|NATRILIX SR|NATRIX|NINDAXA 2.5|NORANAT|NSC-757075|OPUMIDE 2.5|RAWEL XL|S-1520|SE-1520|TANDIX|TENSAID XL|TERTENSIF|VARBIM XL|VEROXIL;Small molecule;4;365.84;166;479;2.08;92.50;4;2;0;3;N;0.87;8.85;0.10;2.64;2.63;2;MOL;0;24;6;3;0;3.650.601;NEUTRAL;C16H16ClN3O3S;CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;NDDAHWYSQHTHNT-UHFFFAOYSA-N
CHEMBL254316;RALTEGRAVIR;ISENTRESS|MK-0518|RALTEGRAVIR;Small molecule;4;444.42;46;711;0.91;152.24;9;3;0;6;N;0.51;7.02;None;-0.39;-0.92;3;MOL;0;32;11;3;1;4.441.557;NEUTRAL;C20H21FN6O5;Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1;CZFFBEXEKNGXKS-UHFFFAOYSA-N
CHEMBL1737;SILDENAFIL CITRATE;NSC-744009|NSC-758669|REVATIO|SILDENAFIL (AS CITRATE)|SILDENAFIL CITRATE|UK-92,480-10|UK-92480-10|Viagra;Small molecule;4;666.71;26;62;1.61;113.42;8;1;0;7;N;0.55;7.63;5.98;1.23;1.16;3;MOL;0;33;10;1;0;4.742.049;NEUTRAL;C28H38N6O11S;CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O;DEIYFTQMQPDXOT-UHFFFAOYSA-N
CHEMBL770;TOLAZOLINE;NSC-35110|Priscoline|TOLAZINE|TOLAZOLINE|Tolazoline;Small molecule;4;160.22;26;57;1.23;24.39;2;1;0;2;Y;0.69;None;10.25;1.20;-1.08;1;MOL;0;12;2;1;0;1.601.000;BASE;C10H12N2;c1ccc(CC2=NCCN2)cc1;JIVZKJJQOZQXQB-UHFFFAOYSA-N
CHEMBL1256987;FUSIDATE SODIUM;FUCIDIN|FUCIDIN LEO|FUSIDATE SODIUM|FUSIDIC ACID SODIUM SALT|FUSIDIC ACID, SODIUM SALT|Fucidine|Fusidic Acid Sodium|SODIUM FUSIDATE|SQ 16360|SQ-16360|ZN-6;Small molecule;4;538.70;5;15;5.67;104.06;5;3;2;5;N;0.25;4.46;None;4.42;1.58;0;MOL;0;37;6;3;2;5.163.451;ACID;C31H47NaO6;CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+];HJHVQCXHVMGZNC-JCJNLNMISA-M
CHEMBL588;FENOLDOPAM;CARLACOR|FENOLDOPAM|Fenoldopam|SK&F-82526|SK-82526;Small molecule;4;305.76;35;115;2.73;72.72;4;4;0;1;N;0.61;8.12;10.40;1.92;1.26;2;MOL;0;21;4;4;0;3.050.819;BASE;C16H16ClNO3;Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1;TVURRHSHRRELCG-UHFFFAOYSA-N
CHEMBL3989509;PENTAZOCINE LACTATE;PENTAZOCINE LACTATE|TALWIN (LACTATE)|Talwin;Small molecule;4;375.51;;;3.88;23.47;2;1;0;2;N;0.83;10.42;9.57;3.89;1.99;1;MOL;0;21;2;1;0;2.852.093;BASE;C22H33NO4;CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.CC(O)C(=O)O;QNLDTXPVZPRSAM-UHFFFAOYSA-N
CHEMBL1200927;DEXCHLORPHENIRAMINE MALEATE;CHLORPHENIRAMINE D-FORM MALEATE|CHLORPHENIRAMINE MALEATE, (S)-|D-CHLORPHENIRAMINE MALEATE|DEXCHLORPHENIRAMINE MALEATE|Mylaramine|NSC-759156|Polaramine;Small molecule;4;390.87;24;61;3.82;16.13;2;0;0;5;N;0.82;None;9.47;3.58;1.52;2;MOL;0;19;2;0;0;2.741.237;BASE;C20H23ClN2O4;CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O;DBAKFASWICGISY-DASCVMRKSA-N
CHEMBL2110805;EMEPRONIUM;EMEPRONIUM|EMEPRONIUM CATION|EMEPRONIUM ION;Small molecule;4;282.45;;;4.69;0.00;0;0;0;6;N;0.67;None;None;0.68;0.68;2;MOL;0;21;1;0;0;2.822.216;None;C20H28N+;CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1;JEJBJBKVPOWOQK-UHFFFAOYSA-N
CHEMBL404108;LUMIRACOXIB;COX-189|LUMIRACOXIB|PREXIGE;Small molecule;4;293.73;14;61;4.16;49.33;2;2;0;4;N;0.89;4.11;None;4.31;1.22;2;MOL;0;20;3;2;0;2.930.619;ACID;C15H13ClFNO2;Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1;KHPKQFYUPIUARC-UHFFFAOYSA-N
CHEMBL2104381;CYANOCOBALAMIN CO 58;58CO|COBALT (58CO) CYANOCOBALAMIN|COBALT (58CO) CYANOCOBALAMINE|COBALT-58|CYANOCOBALAMIN (58 CO)|CYANOCOBALAMIN (58CO)|CYANOCOBALAMIN CO 58|CYANOCOBALAMIN CO-58|CYANOCOBALAMIN, CO-58|RADIOACTIVE 58CO VITAMIN B12|VITAMIN B12, CO-58;Small molecule;4;1355.40;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;13.555.752;None;C63H89CoN14O14P;;
CHEMBL2096655;CYANOCOBALAMIN CO 57;(57CO)VITAMIN B12|57CO|COBALT (57CO) CYANOCOBALAMIN|COBALT (57CO) CYANOCOBALAMINE|CYANOCOBALAMIN (57 CO)|CYANOCOBALAMIN (57CO)|CYANOCOBALAMIN CO 57|CYANOCOBALAMIN CO-57|CYANOCOBALAMIN CO57|CYANOCOBALAMIN, CO-57|CYANOCOBALAMIN,CO-57|RADIOACTIVE 57CO VITAMIN B12|Racobalamin-57|Rubratope-57|VITAMIN B12, CO-57;Small molecule;4;1354.40;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;13.555.752;None;C63H89CoN14O14P;;
CHEMBL1200851;HOMATROPINE METHYLBROMIDE;Equipin|HOMAPIN-10|HOMAPIN-5|HOMATROPINE METHYLBROMIDE|HOMATROPINI METHYLBROMIDUM|Homapin|NSC-34399|NSC-757048;Small molecule;4;370.29;11;15;2.03;46.53;3;1;0;3;Y;0.68;11.99;None;-2.57;-2.57;1;MOL;0;21;4;1;0;2.901.751;NEUTRAL;C17H24BrNO3;C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2.[Br-];FUFVKLQESJNNAN-RIMUKSHESA-M
CHEMBL1760;TERBUTALINE;ASTHMASIAN|Brethaire|Brethine|Bricanyl|TERBUTALIN|TERBUTALINE|Terbutaline;Small molecule;4;225.29;146;642;1.52;72.72;4;4;0;3;N;0.63;8.86;9.76;0.44;-0.73;1;MOL;0;16;4;4;0;2.251.365;BASE;C12H19NO3;CC(C)(C)NCC(O)c1cc(O)cc(O)c1;XWTYSIMOBUGWOL-UHFFFAOYSA-N
CHEMBL418995;AMINEPTINE;AMINEPTIN|AMINEPTINE;Small molecule;4;337.46;32;70;4.50;49.33;2;2;0;8;N;0.70;4.41;9.17;2.74;2.74;2;MOL;0;25;3;2;0;3.372.042;ZWITTERION;C22H27NO2;O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21;ONNOFKFOZAJDHT-UHFFFAOYSA-N
CHEMBL409153;ISAVUCONAZOLE;BAL-4815|CRESEMBA|ISAVUCONAZOLE;Small molecule;4;437.48;39;391;4.24;87.62;7;1;0;6;N;0.49;12.59;2.32;4.14;4.14;4;MOL;0;31;6;1;0;4.371.122;NEUTRAL;C22H17F2N5OS;C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F;DDFOUSQFMYRUQK-RCDICMHDSA-N
CHEMBL277062;BROMAZEPAM;BROMAZEPAM|BROMAZEPAM CIV|LEXATIN|LEXOTAN|LEXOTANIL|Lectopam|NSC-140669|RO 5-3350|RO-5-3350;Small molecule;4;316.16;12;57;2.63;54.35;3;1;0;1;N;0.88;12.24;2.65;2.54;2.54;2;MOL;0;19;4;1;0;3.150.007;NEUTRAL;C14H10BrN3O;O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1;VMIYHDSEFNYJSL-UHFFFAOYSA-N
CHEMBL316561;PROGLUMIDE;BINOSIDE|CR-242|DL-PROGLUMIDE|GASTROTOPIC|MIDELID|MILID|NSC-757841|Nulsa|PROGLUMIDE|PROMID|ULCUTIN|W-5219|XYLAMIDE;Small molecule;4;334.42;123;566;2.30;86.71;3;2;0;10;N;0.69;4.42;None;2.14;-0.73;1;MOL;0;24;6;2;0;3.341.893;ACID;C18H26N2O4;CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1;DGMKFQYCZXERLX-UHFFFAOYSA-N
CHEMBL3181957;ALMITRINE MESYLATE;ALMITRINE BISMESILATE|ALMITRINE BISMESYLATE|ALMITRINE DIMESILATE|ALMITRINE DIMESYLATE|ALMITRINE DIMETHANESULFONATE|ALMITRINE MESILATE|ALMITRINE MESYLATE|S-2620|Vectarion;Small molecule;4;669.78;5;13;4.26;69.21;7;2;0;10;N;0.42;None;8.47;6.05;4.97;3;MOL;0;35;7;2;0;4.772.453;NEUTRAL;C28H37F2N7O6S2;C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O;MRDBGMJEPGXQHJ-UHFFFAOYSA-N
CHEMBL1200799;TRAVOPROST;AL-6221|IZBA|NSC-760366|OTX-TP|TRAVATAN Z|TRAVOPROST|Travatan;Small molecule;4;500.55;7;20;4.43;96.22;6;3;1;12;N;0.22;13.95;None;3.84;3.84;1;MOL;0;35;6;3;1;5.002.386;NEUTRAL;C26H35F3O6;CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1;MKPLKVHSHYCHOC-AHTXBMBWSA-N
CHEMBL1183717;ALMITRINE;ALMITRINE;Small molecule;4;477.56;4;23;4.26;69.21;7;2;0;10;N;0.42;None;8.47;6.05;4.97;3;MOL;0;35;7;2;0;4.772.453;NEUTRAL;C26H29F2N7;C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1;OBDOVFRMEYHSQB-UHFFFAOYSA-N
CHEMBL3546271;FLORTAUCIPIR;FLORTAUCIPIR|T-807|T807;Small molecule;4;263.28;1;2;3.92;41.57;2;1;0;1;N;0.53;13.03;8.13;2.84;2.23;4;MOL;0;20;3;1;0;2.630.859;NEUTRAL;C16H10FN3;Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1;GETAAWDSFUCLBS-UHFFFAOYSA-N
CHEMBL511142;BUPRENORPHINE;ALKS-5461 COMPONENT BUPRENORPHINE|BRIXADI|BUPEAZE|BUPLAST|BUPRENORPHIN|BUPRENORPHINE|BUTEC|BUTRANS|HAPOCTASIN|PANITAZ|PRENOTRIX|RELETRANS|SEVODYNE|SUBLOCADE|SUBOXONE|TEMGESIC|TEPHINE|TRANSTEC;Small molecule;4;467.65;47;264;4.41;62.16;5;2;0;4;N;0.69;10.42;9.63;3.55;1.61;1;MOL;0;34;5;2;0;4.673.036;BASE;C29H41NO4;CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5;RMRJXGBAOAMLHD-CTAPUXPBSA-N
CHEMBL1138;EZETIMIBE;EZETIMIBE|EZETROL|MK0653|NSC-758923|SCH-58235|SCH58235|Zetia;Small molecule;4;409.43;56;263;4.89;60.77;3;2;0;6;N;0.57;9.48;None;4.56;4.56;3;MOL;0;30;4;2;0;4.091.489;NEUTRAL;C24H21F2NO3;O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1;OLNTVTPDXPETLC-XPWALMASSA-N
CHEMBL1200681;MONTELUKAST SODIUM;MK-476|MONTELUKAST (AS SODIUM)|MONTELUKAST MONOSODIUM SALT|MONTELUKAST SODIUM|NSC-759107|Singulair;Small molecule;4;608.18;45;142;8.95;70.42;4;2;2;12;N;0.17;4.40;3.12;8.49;5.80;4;MOL;0;41;4;2;2;5.852.104;ACID;C35H35ClNNaO3S;CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+];LBFBRXGCXUHRJY-HKHDRNBDSA-M
CHEMBL588046;QUININE HYDROCHLORIDE;ANHYDROUS QUININE HYDROCHLORIDE|CHININUM MURIATICUM|FEMA NO. 2976|FEMA NO. 2976, DIHYDRATE-|QUININE HCL|QUININE HYDROCHLORIDE|QUININE HYDROCHLORIDE ANHYDROUS|QUININE HYDROCHLORIDE DIHYDRATE|QUININE HYDROCHLORIDE HYDRATE|QUININE MONOHYDROCHLORIDE|QUININE MURIATE|QUININI HYDROCHLORIDUM;Small molecule;4;360.89;10;41;3.17;45.59;4;1;0;4;N;0.88;13.89;9.05;2.51;0.86;2;MOL;0;24;4;1;0;3.241.838;BASE;C20H25ClN2O2;C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl;LBSFSRMTJJPTCW-DSXUQNDKSA-N
CHEMBL71595;HYDROGEN PEROXIDE;A-101|CRYSTACIDE|ESKATA|HIOXYL|HYDROGEN PEROXIDE|HYDROGEN PEROXIDE SOLUTION|HYROGEN PEROXIDE|Hydrogen Peroxide|NSC-19892|OXYDOL|PEROXYL;Small molecule;4;34.01;36;98;0.02;40.46;2;2;0;0;Y;0.29;11.52;None;-0.45;-0.45;0;MOL;0;2;2;2;0;340.055;NEUTRAL;H2O2;OO;MHAJPDPJQMAIIY-UHFFFAOYSA-N
CHEMBL282042;SAQUINAVIR MESYLATE;FORTOVASE|Invirase|RO 31-8959/003|RO-318959003|Ro-31-8959-003|SAQUINAVIR MESILATE|SAQUINAVIR MESYLATE|SAQUINAVIR METHANESULFONATE SALT;Small molecule;4;766.96;44;105;3.09;166.75;7;5;1;12;N;0.20;13.61;8.47;3.16;2.05;3;MOL;0;49;11;6;3;6.703.843;NEUTRAL;C39H54N6O8S;CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O;IRHXGOXEBNJUSN-YOXDLBRISA-N
CHEMBL2146088;QUININE DIHYDROCHLORIDE;ACID QUININE HYDROCHLORIDE|NEUTRAL QUININE HYDROCHLORIDE|QUININE BIMURIATE|QUININE DIHYDROCHLORIDE|QUININI DIHYDROCHLORIDUM;Small molecule;4;397.35;;;3.17;45.59;4;1;0;4;N;0.88;13.89;9.05;2.51;0.86;2;MOL;0;24;4;1;0;3.241.838;BASE;C20H26Cl2N2O2;C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl.Cl;NNKXWRRDHYTHFP-HZQSTTLBSA-N
CHEMBL2359966;QUININE SULFATE;ANHYDROUS QUININE SULFATE|CHININUM SULPHURICUM|FEMA NO. 2977|NSC-5362|NSC-757298|QUALAQUIN|QUINAMM|QUINATE|QUININE HEMISULFATE ANHYDROUS|QUININE SULFATE|QUININE SULFATE (2:1)|QUININE SULFATE ANHYDROUS|QUININE SULFATE DIHYDRATE|QUININE SULFATE HYDRATE|QUININE SULPHATE|QUININE, SULFATE (2:1) (SALT)|Quinine sulfate;Small molecule;4;782.96;13;38;3.17;45.59;4;1;0;4;N;0.88;13.89;9.05;2.51;0.86;2;MOL;0;24;4;1;0;3.241.838;BASE;C40H54N4O10S;C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O;ZHNFLHYOFXQIOW-LPYZJUEESA-N
